"date","close","volume","open","high","low"
"2018-05-04T00:00:00","294.0900","8565506.0000","283.0000","296.8600","279.5200"
"2018-05-03T00:00:00","284.4500","17339090.0000","278.7900","288.0400","275.2300"
"2018-05-02T00:00:00","301.1500","8346176.0000","298.5700","306.8500","297.7844"
"2018-05-01T00:00:00","299.9200","4614946.0000","293.5100","300.8200","293.2200"
"2018-04-30T00:00:00","293.9000","4224068.0000","293.6100","298.7300","292.5000"
"2018-04-27T00:00:00","294.0750","4346854.0000","285.3700","294.4700","283.8300"
"2018-04-26T00:00:00","285.4800","4348108.0000","278.7500","285.7900","276.5000"
"2018-04-25T00:00:00","280.6900","4000421.0000","283.5000","285.1600","277.2500"
"2018-04-24T00:00:00","283.4600","5678242.0000","285.0000","287.0900","278.4600"
"2018-04-23T00:00:00","283.3700","4880743.0000","291.2900","291.6200","282.3300"
"2018-04-20T00:00:00","290.2400","5622630.0000","295.1700","299.9800","289.7500"
"2018-04-19T00:00:00","300.0800","6083800.0000","291.0800","301.0100","288.5500"
"2018-04-18T00:00:00","293.3500","6531563.0000","291.0800","300.2400","288.1600"
"2018-04-17T00:00:00","287.6900","6931152.0000","288.8700","292.1700","282.5100"
"2018-04-16T00:00:00","291.2100","6289497.0000","299.0000","299.6600","289.0100"
"2018-04-13T00:00:00","300.3400","7319225.0000","303.6000","303.9499","295.9800"
"2018-04-12T00:00:00","294.0800","7595525.0000","302.3200","303.9500","293.6800"
"2018-04-11T00:00:00","300.9300","7470204.0000","300.7400","308.9800","299.6600"
"2018-04-10T00:00:00","304.7000","11017010.0000","298.9700","307.1000","293.6800"
"2018-04-09T00:00:00","289.6600","10241410.0000","300.3700","309.5000","289.2100"
"2018-04-06T00:00:00","299.3000","13516530.0000","301.0000","309.2800","295.5000"
"2018-04-05T00:00:00","305.7200","19025860.0000","289.3400","306.2600","288.2000"
"2018-04-04T00:00:00","286.9400","19880180.0000","252.7800","288.3700","252.0000"
"2018-04-03T00:00:00","267.5300","18829650.0000","269.8200","273.3500","254.4900"
"2018-04-02T00:00:00","252.4800","16093290.0000","256.2600","260.3318","244.5901"
"2018-03-29T00:00:00","266.1300","15014440.0000","256.4900","270.9599","248.2100"
"2018-03-28T00:00:00","257.7800","20962280.0000","264.5800","268.6800","252.1000"
"2018-03-27T00:00:00","279.1800","13787060.0000","304.0000","304.2700","277.1800"
"2018-03-26T00:00:00","304.1800","8364937.0000","307.3400","307.5900","291.3600"
"2018-03-23T00:00:00","301.5400","6639960.0000","311.2500","311.6100","300.4500"
"2018-03-22T00:00:00","309.1000","4924928.0000","313.8900","318.8200","308.1800"
"2018-03-21T00:00:00","316.5300","5954247.0000","310.2500","322.4400","310.1900"
"2018-03-20T00:00:00","310.5500","4761031.0000","314.8700","316.2500","308.7600"
"2018-03-19T00:00:00","313.5600","7467890.0000","316.5000","320.7500","309.6700"
"2018-03-16T00:00:00","321.3500","6113365.0000","325.9600","327.4000","319.0700"
"2018-03-15T00:00:00","325.6000","6554568.0000","329.3800","332.8500","321.1000"
"2018-03-14T00:00:00","326.6300","7952152.0000","336.7600","339.8100","323.9300"
"2018-03-13T00:00:00","341.8400","5960636.0000","344.9200","345.1200","336.2635"
"2018-03-12T00:00:00","345.5100","8252919.0000","328.6100","347.2100","326.5000"
"2018-03-09T00:00:00","327.1700","5502779.0000","324.1000","328.4900","322.3700"
"2018-03-08T00:00:00","329.1000","3514367.0000","332.8600","333.3000","326.2740"
"2018-03-07T00:00:00","332.3000","5001940.0000","325.4400","332.5000","321.7400"
"2018-03-06T00:00:00","328.2000","4236483.0000","333.7500","336.3700","327.0300"
"2018-03-05T00:00:00","333.3500","3820702.0000","332.3900","337.7500","329.2929"
"2018-03-02T00:00:00","335.1200","5088789.0000","326.9800","335.2200","322.9700"
"2018-03-01T00:00:00","330.9300","6872552.0000","345.0100","348.6700","330.0700"
"2018-02-28T00:00:00","343.0600","6066044.0000","352.5700","355.2400","342.2200"
"2018-02-27T00:00:00","350.9900","4785022.0000","356.2500","359.9900","350.0100"
"2018-02-26T00:00:00","357.4200","4334500.0000","353.5000","359.0000","352.3550"
"2018-02-23T00:00:00","352.0500","5814177.0000","347.8300","354.9900","347.1000"
"2018-02-22T00:00:00","346.1700","6961880.0000","335.5300","347.4400","334.7501"
"2018-02-21T00:00:00","333.3000","3207250.0000","336.0300","339.6929","333.1700"
"2018-02-20T00:00:00","334.7700","4005962.0000","334.4700","340.8400","331.5000"
"2018-02-16T00:00:00","335.4900","5640184.0000","332.5000","343.1200","331.6400"
"2018-02-15T00:00:00","334.0650","5909823.0000","324.5000","334.1200","322.4000"
"2018-02-14T00:00:00","322.3100","3948077.0000","320.8400","326.1700","318.5200"
"2018-02-13T00:00:00","323.6600","4554631.0000","315.0200","324.1900","312.5105"
"2018-02-12T00:00:00","315.7300","6224479.0000","316.1300","318.0800","306.2500"
"2018-02-09T00:00:00","310.4200","12924430.0000","319.9300","320.9845","294.7600"
"2018-02-08T00:00:00","315.2300","10296420.0000","343.3100","348.6200","314.6000"
"2018-02-07T00:00:00","345.0000","6729682.0000","338.9900","346.0000","335.6600"
"2018-02-06T00:00:00","333.9700","5080032.0000","325.2100","336.2200","323.5000"
"2018-02-05T00:00:00","333.1300","4441166.0000","337.9700","344.4700","333.0000"
"2018-02-02T00:00:00","343.7500","3696157.0000","348.4400","351.9500","340.5100"
"2018-02-01T00:00:00","349.2500","4187440.0000","351.0000","359.6600","348.6300"
"2018-01-31T00:00:00","354.3100","6199373.0000","347.5100","356.1900","345.1900"
"2018-01-30T00:00:00","345.8200","4710684.0000","345.1400","348.2700","342.1700"
"2018-01-29T00:00:00","349.5300","4738208.0000","339.8500","350.8500","338.2800"
"2018-01-26T00:00:00","342.8500","4535457.0000","341.5000","344.0000","335.7100"
"2018-01-25T00:00:00","337.6400","6725208.0000","348.2700","349.2000","336.4000"
"2018-01-24T00:00:00","345.8900","5277386.0000","354.5800","354.7500","343.5200"
"2018-01-23T00:00:00","352.7900","5447622.0000","360.0000","360.5000","351.0000"
"2018-01-22T00:00:00","351.5600","6199777.0000","349.4000","357.8300","349.2000"
"2018-01-19T00:00:00","350.0200","4871181.0000","345.0000","350.5899","342.6000"
"2018-01-18T00:00:00","344.5700","5679629.0000","345.6700","352.3000","343.7400"
"2018-01-17T00:00:00","347.1600","7092554.0000","340.4700","349.0000","339.7500"
"2018-01-16T00:00:00","340.0600","6429234.0000","337.5400","345.0000","334.8000"
"2018-01-12T00:00:00","336.2200","4822509.0000","338.6300","340.4100","333.6700"
"2018-01-11T00:00:00","337.9500","6640863.0000","335.2400","344.8099","333.2600"
"2018-01-10T00:00:00","334.8000","4303053.0000","332.2000","337.0000","330.0000"
"2018-01-09T00:00:00","333.6900","7134525.0000","335.1600","338.8000","327.4050"
"2018-01-08T00:00:00","336.4100","9832610.0000","316.0000","337.0199","315.5000"
"2018-01-05T00:00:00","316.5800","4588728.0000","316.6200","317.2400","312.0000"
"2018-01-04T00:00:00","314.6200","9944593.0000","312.8700","318.5500","305.6800"
"2018-01-03T00:00:00","317.2500","4438520.0000","321.0000","325.2500","315.5500"
"2018-01-02T00:00:00","320.5300","4345615.0000","312.0000","322.1099","311.0000"
"2017-12-29T00:00:00","311.3500","3769504.0000","316.1800","316.4100","310.0000"
"2017-12-28T00:00:00","315.3600","4306746.0000","311.7500","315.8200","309.5400"
"2017-12-27T00:00:00","311.6400","4705084.0000","316.0000","317.6800","310.7500"
"2017-12-26T00:00:00","317.2900","4368699.0000","323.8300","323.9400","316.5800"
"2017-12-22T00:00:00","325.2000","4207602.0000","329.5100","330.9214","324.8200"
"2017-12-21T00:00:00","331.6600","4369994.0000","329.5900","333.7400","327.2100"
"2017-12-20T00:00:00","328.9800","5907378.0000","332.6900","333.1000","325.0400"
"2017-12-19T00:00:00","331.1000","6820868.0000","340.2600","341.4925","330.3000"
"2017-12-18T00:00:00","338.8700","5466546.0000","344.9000","346.7300","337.5800"
"2017-12-15T00:00:00","343.4500","6921246.0000","342.0400","343.9000","335.7600"
"2017-12-14T00:00:00","337.8900","5792024.0000","341.0100","347.4400","336.9000"
"2017-12-13T00:00:00","339.0300","6217701.0000","340.9300","344.2200","336.5000"
"2017-12-12T00:00:00","341.0300","8715570.0000","330.4500","341.4400","330.0300"
"2017-12-11T00:00:00","328.9100","7926090.0000","314.6300","329.0100","313.7500"
"2017-12-08T00:00:00","315.1300","3466088.0000","314.6000","316.9800","311.2600"
"2017-12-07T00:00:00","311.2400","4779590.0000","312.0000","318.6341","311.0500"
"2017-12-06T00:00:00","313.2600","7184477.0000","300.1000","313.3900","300.0000"
"2017-12-05T00:00:00","303.7000","4643708.0000","302.0000","308.0000","301.0000"
"2017-12-04T00:00:00","305.2000","5834227.0000","306.5000","308.2650","300.6100"
"2017-12-01T00:00:00","306.5300","4286082.0000","305.4400","310.3200","305.0500"
"2017-11-30T00:00:00","308.8500","4345434.0000","308.5600","310.7000","304.5400"
"2017-11-29T00:00:00","307.5400","8757463.0000","317.3000","318.0000","301.2300"
"2017-11-28T00:00:00","317.5500","4941703.0000","316.3600","320.0000","313.9200"
"2017-11-27T00:00:00","316.8100","4537779.0000","313.2500","317.3400","309.5100"
"2017-11-24T00:00:00","315.5500","3244065.0000","313.7900","316.4100","311.0000"
"2017-11-22T00:00:00","312.6000","4913283.0000","316.7700","317.4200","311.8400"
"2017-11-21T00:00:00","317.8100","7256381.0000","310.8600","318.2300","308.7100"
"2017-11-20T00:00:00","308.7400","8241821.0000","313.7900","315.5000","304.7500"
"2017-11-17T00:00:00","315.0500","13720830.0000","325.6700","326.6700","313.1500"
"2017-11-16T00:00:00","312.5000","5794409.0000","313.9900","318.1400","311.3000"
"2017-11-15T00:00:00","311.3000","5951835.0000","306.0100","312.4900","301.5000"
"2017-11-14T00:00:00","308.7000","5661904.0000","315.0000","316.3500","306.9000"
"2017-11-13T00:00:00","315.4000","7565242.0000","300.1300","316.8000","299.1100"
"2017-11-10T00:00:00","302.9900","4621080.0000","302.5000","308.3600","301.8500"
"2017-11-09T00:00:00","302.9900","5440173.0000","302.5000","304.4600","296.3000"
"2017-11-08T00:00:00","304.3900","4725355.0000","305.5000","306.8900","301.3001"
"2017-11-07T00:00:00","306.0500","5284844.0000","301.0200","306.5000","300.0300"
"2017-11-06T00:00:00","302.7800","6480689.0000","307.0000","307.5000","299.0100"
"2017-11-03T00:00:00","306.0900","8885933.0000","299.5000","306.2500","295.1300"
"2017-11-02T00:00:00","299.2600","19771280.0000","300.1300","308.6900","292.6300"
"2017-11-01T00:00:00","321.0800","8242487.0000","332.2500","332.6089","320.2600"
"2017-10-31T00:00:00","331.5300","5650062.0000","320.2300","331.9500","320.1800"
"2017-10-30T00:00:00","320.0800","4247619.0000","319.1800","323.7800","317.2500"
"2017-10-27T00:00:00","320.8700","6968365.0000","319.7500","324.5900","316.6600"
"2017-10-26T00:00:00","326.1700","5010087.0000","327.7800","330.2300","323.2000"
"2017-10-25T00:00:00","325.8400","8583619.0000","336.7000","337.5000","323.5600"
"2017-10-24T00:00:00","337.3400","4485692.0000","338.8000","342.8000","336.1600"
"2017-10-23T00:00:00","337.0200","5739598.0000","349.8800","349.9500","336.2500"
"2017-10-20T00:00:00","345.1000","4925657.0000","352.6900","354.5500","344.3400"
"2017-10-19T00:00:00","351.8100","5055715.0000","355.5600","357.1465","348.2000"
"2017-10-18T00:00:00","359.6500","4936024.0000","355.9700","363.0000","354.1300"
"2017-10-17T00:00:00","355.7500","3290290.0000","350.9100","356.2200","350.0700"
"2017-10-16T00:00:00","350.6000","5373090.0000","353.7600","354.4800","347.1600"
"2017-10-13T00:00:00","355.5700","3538807.0000","356.9800","358.4900","353.6800"
"2017-10-12T00:00:00","355.6800","4073552.0000","352.9500","359.7800","352.6400"
"2017-10-11T00:00:00","354.6000","4494733.0000","353.8900","357.6000","351.1500"
"2017-10-10T00:00:00","355.5900","6972263.0000","346.8000","355.6300","345.5305"
"2017-10-09T00:00:00","342.9400","7461461.0000","349.6500","351.7500","342.6700"
"2017-10-06T00:00:00","356.8800","4272866.0000","353.1000","360.0992","352.2500"
"2017-10-05T00:00:00","355.3300","4167913.0000","356.0000","357.4350","351.3500"
"2017-10-04T00:00:00","355.0100","8147995.0000","351.2500","358.6200","349.6000"
"2017-10-03T00:00:00","348.1400","10122550.0000","335.9000","348.5500","331.2800"
"2017-10-02T00:00:00","341.5300","5227547.0000","342.5200","343.7000","335.5100"
"2017-09-29T00:00:00","341.1000","5099051.0000","341.8600","344.6800","338.6010"
"2017-09-28T00:00:00","339.6000","5309779.0000","339.8800","342.7500","335.4000"
"2017-09-27T00:00:00","340.9700","6027375.0000","349.9000","351.4890","340.5000"
"2017-09-26T00:00:00","345.2500","7149649.0000","350.9300","351.2400","340.9000"
"2017-09-25T00:00:00","344.9900","7587158.0000","353.1500","357.4690","342.8800"
"2017-09-22T00:00:00","351.0900","8142895.0000","366.4900","369.8999","350.8800"
"2017-09-21T00:00:00","366.4800","4610872.0000","374.9000","376.8300","364.5100"
"2017-09-20T00:00:00","373.9100","4909958.0000","373.0000","378.2490","371.0700"
"2017-09-19T00:00:00","375.1000","6435208.0000","380.0000","382.3900","373.5700"
"2017-09-18T00:00:00","385.0000","7177773.0000","380.2500","389.6100","377.6800"
"2017-09-15T00:00:00","379.8100","5407227.0000","374.5100","380.0000","372.7000"
"2017-09-14T00:00:00","377.6400","7170263.0000","364.3300","377.9600","362.6300"
"2017-09-13T00:00:00","366.2300","4171185.0000","363.8200","368.0700","359.5900"
"2017-09-12T00:00:00","362.7500","5966204.0000","364.4900","368.7600","360.4000"
"2017-09-11T00:00:00","363.6900","7651000.0000","351.3500","363.7100","350.0000"
"2017-09-08T00:00:00","343.4000","3261333.0000","348.9900","349.7800","342.3000"
"2017-09-07T00:00:00","350.6100","4235045.0000","345.9800","352.4800","343.4500"
"2017-09-06T00:00:00","344.5300","4082001.0000","349.5000","350.9790","341.5600"
"2017-09-05T00:00:00","349.5900","3836402.0000","353.8000","355.4900","345.8900"
"2017-09-01T00:00:00","355.4000","3048550.0000","356.1200","357.5900","353.6902"
"2017-08-31T00:00:00","355.9000","4063330.0000","353.5500","358.4400","352.8200"
"2017-08-30T00:00:00","353.1800","3404165.0000","349.6700","353.4700","347.0000"
"2017-08-29T00:00:00","347.3600","4069303.0000","339.4800","349.0500","338.7500"
"2017-08-28T00:00:00","345.6600","3746240.0000","347.2800","347.3500","339.7200"
"2017-08-25T00:00:00","348.0500","3475186.0000","354.2400","355.6900","347.3000"
"2017-08-24T00:00:00","352.9300","4571574.0000","352.5200","356.6600","349.7400"
"2017-08-23T00:00:00","352.7700","4941947.0000","338.9900","353.4900","338.3041"
"2017-08-22T00:00:00","341.3500","4314268.0000","341.1300","342.2400","337.3725"
"2017-08-21T00:00:00","337.8600","6489850.0000","345.8200","345.8200","331.8500"
"2017-08-18T00:00:00","347.4600","5390805.0000","352.9100","354.0000","345.8000"
"2017-08-17T00:00:00","351.9200","5010825.0000","361.2100","363.3000","351.5900"
"2017-08-16T00:00:00","362.9100","3406173.0000","363.0000","366.5000","362.5200"
"2017-08-15T00:00:00","362.3300","3084601.0000","365.2000","365.4900","359.3700"
"2017-08-14T00:00:00","363.8000","4507969.0000","364.6300","367.6600","362.6000"
"2017-08-11T00:00:00","357.8700","4357562.0000","356.9700","361.2600","353.6200"
"2017-08-10T00:00:00","355.4000","7063054.0000","361.6000","366.6504","354.6600"
"2017-08-09T00:00:00","363.5300","6881182.0000","361.0000","370.0000","358.9500"
"2017-08-08T00:00:00","365.2200","7431838.0000","357.5300","368.5800","357.4000"
"2017-08-07T00:00:00","355.1700","6309331.0000","357.3500","359.4800","352.7500"
"2017-08-04T00:00:00","356.9100","9233295.0000","347.0000","357.2700","343.3000"
"2017-08-03T00:00:00","347.0900","13524270.0000","345.3300","350.0000","343.1500"
"2017-08-02T00:00:00","325.8900","11942350.0000","318.9400","327.1200","311.2200"
"2017-08-01T00:00:00","319.5700","8284997.0000","323.0000","324.4500","316.1300"
"2017-07-31T00:00:00","323.4700","8525454.0000","335.5000","341.4900","321.0400"
"2017-07-28T00:00:00","335.0700","4869891.0000","336.8900","339.6000","332.5100"
"2017-07-27T00:00:00","334.4600","8285879.0000","346.0000","347.5000","326.2900"
"2017-07-26T00:00:00","343.8500","4809514.0000","340.3600","345.5000","338.1200"
"2017-07-25T00:00:00","339.6000","6977932.0000","345.0000","345.6000","334.1500"
"2017-07-24T00:00:00","342.5200","8598292.0000","330.2400","343.3990","330.0100"
"2017-07-21T00:00:00","328.4000","4871708.0000","329.4600","331.2575","325.8000"
"2017-07-20T00:00:00","329.9200","5142516.0000","326.9000","330.2200","324.2000"
"2017-07-19T00:00:00","325.2600","6345884.0000","328.2300","331.6500","323.2193"
"2017-07-18T00:00:00","328.2400","6360710.0000","317.5000","329.1300","315.6600"
"2017-07-17T00:00:00","319.5700","9827506.0000","325.5400","327.1000","313.4500"
"2017-07-14T00:00:00","327.7800","5607924.0000","323.1900","328.4200","321.2200"
"2017-07-13T00:00:00","323.4100","8582315.0000","330.1100","331.6000","319.9700"
"2017-07-12T00:00:00","329.5200","10317240.0000","330.4000","333.1000","324.5000"
"2017-07-11T00:00:00","327.2200","11526760.0000","316.0000","327.2800","314.3000"
"2017-07-10T00:00:00","316.0500","13760290.0000","312.9000","317.9400","303.1300"
"2017-07-07T00:00:00","313.2200","14129950.0000","313.5000","317.0000","307.3800"
"2017-07-06T00:00:00","308.8300","19258040.0000","317.2600","320.7899","306.3000"
"2017-07-05T00:00:00","327.0900","16998300.0000","347.2000","347.2400","326.3300"
"2017-07-03T00:00:00","352.6200","6305401.0000","370.2400","371.3500","351.5000"
"2017-06-30T00:00:00","361.6100","5823046.0000","363.7100","366.7674","359.6187"
"2017-06-29T00:00:00","360.7500","8202463.0000","370.6100","371.0000","354.1000"
"2017-06-28T00:00:00","371.2400","6290323.0000","366.6800","371.7400","362.5200"
"2017-06-27T00:00:00","362.3700","6977494.0000","376.4000","376.4000","362.0200"
"2017-06-26T00:00:00","377.4900","6596854.0000","386.6900","386.9500","373.1000"
"2017-06-23T00:00:00","383.4500","6425180.0000","382.4500","386.9900","379.3450"
"2017-06-22T00:00:00","382.6100","7510406.0000","377.9900","385.0000","373.5700"
